,sentence,sentiment,source
830,Do yourself a favor and stay away from this dish.,0,yelp_labelled
831,Very poor service.,0,yelp_labelled
832,No one at the table thought the food was above average or worth the wait that we had for it.,0,yelp_labelled
833,"Best service and food ever, Maria our server was so good and friendly she made our day.",1,yelp_labelled
834,They were excellent.,1,yelp_labelled
835,I paid the bill but did not tip because I felt the server did a terrible job.,0,yelp_labelled
836,Just had lunch here and had a great experience.,1,yelp_labelled
837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,yelp_labelled
838,Food is way overpriced and portions are fucking small.,0,yelp_labelled
839,I recently tried Caballero's and I have been back every week since!,1,yelp_labelled
840,"for 40 bucks a head, i really expect better food.",0,yelp_labelled
841,The food came out at a good pace.,1,yelp_labelled
842,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,yelp_labelled
843,I won't be back.,0,yelp_labelled
844,We could not believe how dirty the oysters were!,0,yelp_labelled
845,This place deserves no stars.,0,yelp_labelled
846,I would not recommend this place.,0,yelp_labelled
847,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,yelp_labelled
848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,yelp_labelled
849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,yelp_labelled
850,the potatoes were great and so was the biscuit.,1,yelp_labelled
851,I probably would not go here again.,0,yelp_labelled
852,So flavorful and has just the perfect amount of heat.,1,yelp_labelled
853,The price is reasonable and the service is great.,1,yelp_labelled
854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,yelp_labelled
855,My fella got the huevos rancheros and they didn't look too appealing.,0,yelp_labelled
856,"Went in for happy hour, great list of wines.",1,yelp_labelled
857,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,yelp_labelled
858,I probably won't be coming back here.,0,yelp_labelled
859,Worst food/service I've had in a while.,0,yelp_labelled
860,"This place is pretty good, nice little vibe in the restaurant.",1,yelp_labelled
861,Talk about great customer service of course we will be back.,1,yelp_labelled
862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,yelp_labelled
863,I love their fries and their beans.,1,yelp_labelled
864,Always a pleasure dealing with him.,1,yelp_labelled
865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,yelp_labelled
866,This place is awesome if you want something light and healthy during the summer.,1,yelp_labelled
867,"For sushi on the Strip, this is the place to go.",1,yelp_labelled
868,"The service was great, even the manager came and helped with our table.",1,yelp_labelled
869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,yelp_labelled
870,"I started this review with two stars, but I'm editing it to give it only one.",0,yelp_labelled
871,this is the worst sushi i have ever eat besides Costco's.,0,yelp_labelled
872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,yelp_labelled
873,My boyfriend and i sat at the bar and had a completely delightful experience.,1,yelp_labelled
874,Weird vibe from owners.,0,yelp_labelled
875,There was hardly any meat.,0,yelp_labelled
876,I've had better bagels from the grocery store.,0,yelp_labelled
877,Go To Place for Gyros.,1,yelp_labelled
878,"I love the owner/chef, his one authentic Japanese cool dude!",1,yelp_labelled
879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,yelp_labelled
880,I found a six inch long piece of wire in my salsa.,0,yelp_labelled
881,"The service was terrible, food was mediocre.",0,yelp_labelled
882,We definately enjoyed ourselves.,1,yelp_labelled
883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,yelp_labelled
884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,yelp_labelled
885,I had about two bites and refused to eat anymore.,0,yelp_labelled
886,The service was extremely slow.,0,yelp_labelled
887,"After 20 minutes wait, I got a table.",0,yelp_labelled
888,Seriously killer hot chai latte.,1,yelp_labelled
889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,yelp_labelled
890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,yelp_labelled
891,Their rotating beers on tap is also a highlight of this place.,1,yelp_labelled
892,Pricing is a bit of a concern at Mellow Mushroom.,0,yelp_labelled
893,Worst Thai ever.,0,yelp_labelled
894,If you stay in Vegas you must get breakfast here at least once.,1,yelp_labelled
895,I want to first say our server was great and we had perfect service.,1,yelp_labelled
896,The pizza selections are good.,1,yelp_labelled
897,"I had strawberry tea, which was good.",1,yelp_labelled
898,Highly unprofessional and rude to a loyal patron!,0,yelp_labelled
899,"Overall, a great experience.",1,yelp_labelled
900,Spend your money elsewhere.,0,yelp_labelled
901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,yelp_labelled
902,The Buffet at Bellagio was far from what I anticipated.,0,yelp_labelled
903,"And the drinks are WEAK, people!",0,yelp_labelled
904,-My order was not correct.,0,yelp_labelled
905,"Also, I feel like the chips are bought, not made in house.",0,yelp_labelled
906,After the disappointing dinner we went elsewhere for dessert.,0,yelp_labelled
907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,yelp_labelled
908,We won't be returning.,0,yelp_labelled
909,This is my new fav Vegas buffet spot.,1,yelp_labelled
910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,yelp_labelled
911,"Very, very sad.",0,yelp_labelled
912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,yelp_labelled
913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,yelp_labelled
914,I'm not impressed with the concept or the food.,0,yelp_labelled
915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,yelp_labelled
916,"There is really nothing for me at postinos, hope your experience is better",0,yelp_labelled
917,I got food poisoning here at the buffet.,0,yelp_labelled
918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0,yelp_labelled
919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,yelp_labelled
920,"Needless to say, I won't be going back anytime soon.",0,yelp_labelled
921,This place is disgusting!,0,yelp_labelled
922,"Every time I eat here, I see caring teamwork to a professional degree.",1,yelp_labelled
923,The RI style calamari was a joke.,0,yelp_labelled
924,"However, there was so much garlic in the fondue, it was barely edible.",0,yelp_labelled
925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,yelp_labelled
926,"It was so bad, I had lost the heart to finish it.",0,yelp_labelled
927,It also took her forever to bring us the check when we asked for it.,0,yelp_labelled
928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,yelp_labelled
929,Disappointing experience.,0,yelp_labelled
930,"The food is about on par with Denny's, which is to say, not good at all.",0,yelp_labelled
931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,yelp_labelled
932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,yelp_labelled
933,We won't be going back.,0,yelp_labelled
934,The place was fairly clean but the food simply wasn't worth it.,0,yelp_labelled
935,This place lacked style!!,0,yelp_labelled
936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0,yelp_labelled
937,Don't bother coming here.,0,yelp_labelled
938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,yelp_labelled
939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,yelp_labelled
940,It was equally awful.,0,yelp_labelled
941,Probably not in a hurry to go back.,0,yelp_labelled
942,very slow at seating even with reservation.,0,yelp_labelled
943,Not good by any stretch of the imagination.,0,yelp_labelled
944,The cashew cream sauce was bland and the vegetables were undercooked.,0,yelp_labelled
945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,yelp_labelled
946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,yelp_labelled
947,I was VERY disappointed!!,0,yelp_labelled
948,This place is horrible and way overpriced.,0,yelp_labelled
949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,yelp_labelled
950,It wasn't busy at all and now we know why.,0,yelp_labelled
951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,yelp_labelled
952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,yelp_labelled
953,Con: spotty service.,0,yelp_labelled
954,"The fries were not hot, and neither was my burger.",0,yelp_labelled
955,But then they came back cold.,0,yelp_labelled
956,"Then our food came out, disappointment ensued.",0,yelp_labelled
957,The real disappointment was our waiter.,0,yelp_labelled
958,My husband said she was very rude... did not even apologize for the bad food or anything.,0,yelp_labelled
959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,yelp_labelled
960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,yelp_labelled
961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,yelp_labelled
962,She was quite disappointed although some blame needs to be placed at her door.,0,yelp_labelled
963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,yelp_labelled
964,Del Taco is pretty nasty and should be avoided if possible.,0,yelp_labelled
965,It's NOT hard to make a decent hamburger.,0,yelp_labelled
966,But I don't like it.,0,yelp_labelled
967,Hell no will I go back,0,yelp_labelled
968,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,yelp_labelled
969,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,yelp_labelled
